期号,num1,num2,num3,和值,跨度,类型
2015171,4,1,0,5,4,组六
2015172,4,0,6,10,6,组六
2015173,5,3,7,15,4,组六
2015174,9,3,4,16,6,组六
2015175,6,1,6,13,5,组三
2015176,7,6,2,15,5,组六
2015177,0,7,0,7,7,组三
2015178,7,2,0,9,7,组六
2015179,5,3,5,13,2,组三
2015180,0,2,0,2,2,组三
2015181,8,6,8,22,2,组三
2015182,7,8,4,19,4,组六
2015183,6,5,3,14,3,组六
2015184,2,9,1,12,8,组六
2015185,7,9,8,24,2,组六
2015186,7,8,5,20,3,组六
2015187,0,5,8,13,8,组六
2015188,3,1,9,13,8,组六
2015189,7,6,2,15,5,组六
2015190,6,8,8,22,2,组三
2015191,5,1,4,10,4,组六
2015192,6,6,6,18,0,豹子
2015193,7,0,2,9,7,组六
2015194,2,7,7,16,5,组三
2015195,9,4,6,19,5,组六
2015196,8,6,2,16,6,组六
2015197,4,0,2,6,4,组六
2015198,3,1,3,7,2,组三
2015199,8,6,7,21,2,组六
2015200,9,3,4,16,6,组六
2015201,0,6,3,9,6,组六
2015202,3,9,5,17,6,组六
2015203,6,4,7,17,3,组六
2015204,0,6,8,14,8,组六
2015205,2,1,2,5,1,组三
2015206,8,8,1,17,7,组三
2015207,3,3,8,14,5,组三
2015208,3,5,3,11,2,组三
2015209,7,2,7,16,5,组三
2015210,7,2,8,17,6,组六
2015211,9,5,1,15,8,组六
2015212,6,1,4,11,5,组六
2015213,0,5,5,10,5,组三
2015214,1,9,0,10,9,组六
2015215,1,5,4,10,4,组六
2015216,2,5,4,11,3,组六
2015217,2,4,2,8,2,组三
2015218,2,3,2,7,1,组三
2015219,1,9,2,12,8,组六
2015220,3,2,8,13,6,组六
2015221,7,8,1,16,7,组六
2015222,4,3,8,15,5,组六
2015223,3,8,7,18,5,组六
2015224,6,4,1,11,5,组六
2015225,8,5,9,22,4,组六
2015226,4,4,0,8,4,组三
2015227,4,4,2,10,2,组三
2015228,3,1,2,6,2,组六
2015229,9,9,1,19,8,组三
2015230,7,2,7,16,5,组三
2015231,5,0,9,14,9,组六
2015232,5,3,2,10,3,组六
2015233,9,8,3,20,6,组六
2015234,4,3,6,13,3,组六
2015235,4,6,5,15,2,组六
2015236,9,1,0,10,9,组六
2015237,3,0,4,7,4,组六
2015238,1,2,7,10,6,组六
2015239,9,3,1,13,8,组六
2015240,6,8,9,23,3,组六
2015241,6,5,1,12,5,组六
2015242,6,7,8,21,2,组六
2015243,0,0,8,8,8,组三
2015244,3,5,0,8,5,组六
2015245,9,8,7,24,2,组六
2015246,7,7,8,22,1,组三
2015247,0,6,5,11,6,组六
2015248,2,5,1,8,4,组六
2015249,4,6,1,11,5,组六
2015250,7,1,3,11,6,组六
2015251,4,9,4,17,5,组三
2015252,4,5,1,10,4,组六
2015253,2,9,2,13,7,组三
2015254,3,4,3,10,1,组三
2015255,4,3,0,7,4,组六
2015256,1,5,6,12,5,组六
2015257,0,2,3,5,3,组六
2015258,3,7,4,14,4,组六
2015259,9,5,2,16,7,组六
2015260,2,5,8,15,6,组六
2015261,8,3,3,14,5,组三
2015262,2,5,2,9,3,组三
2015263,2,1,6,9,5,组六
2015264,1,7,3,11,6,组六
2015265,9,2,5,16,7,组六
2015266,0,8,4,12,8,组六
2015267,6,5,2,13,4,组六
2015268,8,0,8,16,8,组三
2015269,2,5,8,15,6,组六
2015270,1,1,5,7,4,组三
2015271,9,7,9,25,2,组三
2015272,4,1,9,14,8,组六
2015273,2,5,4,11,3,组六
2015274,3,0,6,9,6,组六
2015275,9,3,4,16,6,组六
2015276,8,9,1,18,8,组六
2015277,4,8,3,15,5,组六
2015278,0,1,1,2,1,组三
2015279,2,1,7,10,6,组六
2015280,9,8,8,25,1,组三
2015281,0,9,0,9,9,组三
2015282,4,9,2,15,7,组六
2015283,2,3,4,9,2,组六
2015284,6,3,2,11,4,组六
2015285,4,2,1,7,3,组六
2015286,0,7,4,11,7,组六
2015287,0,5,0,5,5,组三
2015288,8,4,2,14,6,组六
2015289,5,2,9,16,7,组六
2015290,0,6,4,10,6,组六
2015291,1,2,0,3,2,组六
2015292,2,9,6,17,7,组六
2015293,4,3,2,9,2,组六
2015294,0,4,1,5,4,组六
2015295,3,0,5,8,5,组六
2015296,9,0,5,14,9,组六
2015297,4,4,0,8,4,组三
2015298,5,9,4,18,5,组六
2015299,6,2,7,15,5,组六
2015300,8,4,5,17,4,组六
2015301,4,4,9,17,5,组三
2015302,6,4,2,12,4,组六
2015303,4,4,1,9,3,组三
2015304,2,7,1,10,6,组六
2015305,5,4,9,18,5,组六
2015306,2,1,7,10,6,组六
2015307,0,6,9,15,9,组六
2015308,3,7,9,19,6,组六
2015309,0,0,3,3,3,组三
2015310,2,5,7,14,5,组六
2015311,2,3,3,8,1,组三
2015312,4,3,5,12,2,组六
2015313,5,5,5,15,0,豹子
2015314,0,6,5,11,6,组六
2015315,7,5,0,12,7,组六
2015316,0,2,1,3,2,组六
2015317,8,1,2,11,7,组六
2015318,3,4,9,16,6,组六
2015319,6,1,9,16,8,组六
2015320,8,8,4,20,4,组三
2015321,8,3,6,17,5,组六
2015322,6,4,4,14,2,组三
2015323,1,6,9,16,8,组六
2015324,7,9,3,19,6,组六
2015325,9,2,9,20,7,组三
2015326,8,7,5,20,3,组六
2015327,4,2,9,15,7,组六
2015328,4,9,7,20,5,组六
2015329,6,7,5,18,2,组六
2015330,0,5,6,11,6,组六
2015331,7,8,0,15,8,组六
2015332,6,9,0,15,9,组六
2015333,3,8,8,19,5,组三
2015334,0,5,2,7,5,组六
2015335,5,6,2,13,4,组六
2015336,6,5,8,19,3,组六
2015337,9,1,3,13,8,组六
2015338,9,0,9,18,9,组三
2015339,9,9,7,25,2,组三
2015340,8,2,8,18,6,组三
2015341,6,6,4,16,2,组三
2015342,5,9,6,20,4,组六
2015343,5,8,0,13,8,组六
2015344,2,5,3,10,3,组六
2015345,2,9,3,14,7,组六
2015346,7,0,1,8,7,组六
2015347,1,4,5,10,4,组六
2015348,8,7,8,23,1,组三
2015349,7,5,0,12,7,组六
2015350,8,1,3,12,7,组六
2015351,9,7,4,20,5,组六
2015352,9,1,8,18,8,组六
2015353,3,4,9,16,6,组六
2015354,3,9,1,13,8,组六
2015355,8,7,1,16,7,组六
2015356,3,9,7,19,6,组六
2015357,4,3,2,9,2,组六
2015358,0,0,9,9,9,组三
2016001,8,2,8,18,6,组三
2016002,5,6,7,18,2,组六
2016003,5,7,3,15,4,组六
2016004,5,4,3,12,2,组六
2016005,4,3,9,16,6,组六
2016006,1,0,1,2,1,组三
2016007,1,7,4,12,6,组六
2016008,9,6,7,22,3,组六
2016009,6,4,8,18,4,组六
2016010,8,2,3,13,6,组六
2016011,4,6,1,11,5,组六
2016012,5,3,0,8,5,组六
2016013,0,1,9,10,9,组六
2016014,9,2,5,16,7,组六
2016015,6,8,6,20,2,组三
2016016,8,4,1,13,7,组六
2016017,8,6,1,15,7,组六
2016018,6,4,6,16,2,组三
2016019,8,8,3,19,5,组三
2016020,6,9,3,18,6,组六
2016021,4,0,2,6,4,组六
2016022,7,4,4,15,3,组三
2016023,0,4,1,5,4,组六
2016024,0,9,1,10,9,组六
2016025,5,0,0,5,5,组三
2016026,4,0,3,7,4,组六
2016027,7,2,9,18,7,组六
2016028,2,6,2,10,4,组三
2016029,2,2,5,9,3,组三
2016030,9,8,8,25,1,组三
2016031,4,5,7,16,3,组六
2016032,5,5,5,15,0,豹子
2016033,0,0,2,2,2,组三
2016034,1,0,2,3,2,组六
2016035,0,5,1,6,5,组六
2016036,2,5,8,15,6,组六
2016037,6,2,4,12,4,组六
2016038,8,2,3,13,6,组六
2016039,5,0,3,8,5,组六
2016040,0,4,7,11,7,组六
2016041,7,2,0,9,7,组六
2016042,7,2,9,18,7,组六
2016043,9,4,4,17,5,组三
2016044,0,1,2,3,2,组六
2016045,6,1,2,9,5,组六
2016046,1,2,6,9,5,组六
2016047,1,3,2,6,2,组六
2016048,3,3,7,13,4,组三
2016049,6,1,8,15,7,组六
2016050,1,4,0,5,4,组六
2016051,1,0,2,3,2,组六
2016052,7,9,2,18,7,组六
2016053,4,4,7,15,3,组三
2016054,7,3,6,16,4,组六
2016055,3,2,3,8,1,组三
2016056,6,6,5,17,1,组三
2016057,7,6,4,17,3,组六
2016058,1,1,9,11,8,组三
2016059,0,7,8,15,8,组六
2016060,6,8,6,20,2,组三
2016061,6,7,5,18,2,组六
2016062,4,7,7,18,3,组三
2016063,4,9,1,14,8,组六
2016064,4,5,5,14,1,组三
2016065,0,1,6,7,6,组六
2016066,4,5,5,14,1,组三
2016067,4,4,5,13,1,组三
2016068,0,1,3,4,3,组六
2016069,9,9,5,23,4,组三
2016070,7,8,9,24,2,组六
2016071,5,3,0,8,5,组六
2016072,2,9,9,20,7,组三
2016073,9,7,2,18,7,组六
2016074,9,5,1,15,8,组六
2016075,6,3,7,16,4,组六
2016076,6,0,6,12,6,组三
2016077,7,8,2,17,6,组六
2016078,4,6,7,17,3,组六
2016079,3,9,0,12,9,组六
2016080,6,7,0,13,7,组六
2016081,1,5,0,6,5,组六
2016082,7,4,8,19,4,组六
2016083,2,3,4,9,2,组六
2016084,0,2,3,5,3,组六
2016085,9,9,7,25,2,组三
2016086,0,6,5,11,6,组六
2016087,9,1,7,17,8,组六
2016088,5,4,7,16,3,组六
2016089,9,8,3,20,6,组六
2016090,8,6,7,21,2,组六
2016091,1,3,3,7,2,组三
2016092,2,7,3,12,5,组六
2016093,9,8,2,19,7,组六
2016094,9,6,0,15,9,组六
2016095,8,6,9,23,3,组六
2016096,4,1,0,5,4,组六
2016097,1,1,1,3,0,豹子
2016098,9,8,2,19,7,组六
2016099,3,3,2,8,1,组三
2016100,0,3,7,10,7,组六
2016101,6,0,3,9,6,组六
2016102,8,8,5,21,3,组三
2016103,7,6,2,15,5,组六
2016104,2,1,9,12,8,组六
2016105,6,1,1,8,5,组三
2016106,0,3,7,10,7,组六
2016107,2,4,0,6,4,组六
2016108,2,3,6,11,4,组六
2016109,0,7,1,8,7,组六
2016110,7,7,2,16,5,组三
2016111,4,7,6,17,3,组六
2016112,6,1,1,8,5,组三
2016113,2,9,7,18,7,组六
2016114,2,1,8,11,7,组六
2016115,0,0,2,2,2,组三
2016116,4,8,8,20,4,组三
2016117,9,4,5,18,5,组六
2016118,3,6,9,18,6,组六
2016119,1,3,9,13,8,组六
2016120,8,7,7,22,1,组三
2016121,5,6,4,15,2,组六
2016122,4,3,6,13,3,组六
2016123,1,4,7,12,6,组六
2016124,8,5,6,19,3,组六
2016125,2,0,1,3,2,组六
2016126,0,6,3,9,6,组六
2016127,9,9,7,25,2,组三
2016128,7,4,4,15,3,组三
2016129,4,0,5,9,5,组六
2016130,2,4,7,13,5,组六
2016131,6,6,5,17,1,组三
2016132,4,9,1,14,8,组六
2016133,7,1,1,9,6,组三
2016134,9,2,3,14,7,组六
2016135,1,4,4,9,3,组三
2016136,6,6,5,17,1,组三
2016137,9,6,6,21,3,组三
2016138,1,3,3,7,2,组三
2016139,1,8,8,17,7,组三
2016140,6,5,6,17,1,组三
2016141,7,2,0,9,7,组六
2016142,3,4,7,14,4,组六
2016143,1,1,2,4,1,组三
2016144,5,6,8,19,3,组六
2016145,0,1,4,5,4,组六
2016146,1,4,5,10,4,组六
2016147,9,7,6,22,3,组六
2016148,7,8,7,22,1,组三
2016149,7,5,7,19,2,组三
2016150,1,1,4,6,3,组三
2016151,6,1,6,13,5,组三
2016152,1,2,5,8,4,组六
2016153,6,2,2,10,4,组三
2016154,7,1,2,10,6,组六
2016155,9,9,9,27,0,豹子
2016156,3,1,6,10,5,组六
2016157,6,0,3,9,6,组六
2016158,6,1,7,14,6,组六
2016159,8,3,5,16,5,组六
2016160,6,5,7,18,2,组六
2016161,8,4,5,17,4,组六
2016162,7,0,8,15,8,组六
2016163,9,7,0,16,9,组六
2016164,7,2,3,12,5,组六
2016165,5,7,1,13,6,组六
2016166,4,1,2,7,3,组六
2016167,9,6,9,24,3,组三
2016168,9,0,0,9,9,组三
2016169,1,9,6,16,8,组六
2016170,4,0,9,13,9,组六
2016171,0,5,8,13,8,组六
2016172,7,6,0,13,7,组六
2016173,2,6,2,10,4,组三
2016174,1,1,1,3,0,豹子
2016175,6,3,0,9,6,组六
2016176,7,6,5,18,2,组六
2016177,5,8,5,18,3,组三
2016178,9,0,0,9,9,组三
2016179,4,5,6,15,2,组六
2016180,6,3,2,11,4,组六
2016181,4,3,7,14,4,组六
2016182,2,0,0,2,2,组三
2016183,5,7,3,15,4,组六
2016184,3,5,9,17,6,组六
2016185,5,4,2,11,3,组六
2016186,8,1,1,10,7,组三
2016187,3,0,7,10,7,组六
2016188,8,4,2,14,6,组六
2016189,1,3,1,5,2,组三
2016190,0,2,6,8,6,组六
2016191,2,0,8,10,8,组六
2016192,3,2,5,10,3,组六
2016193,7,8,3,18,5,组六
2016194,5,5,7,17,2,组三
2016195,0,2,4,6,4,组六
2016196,3,3,9,15,6,组三
2016197,3,0,0,3,3,组三
2016198,2,8,9,19,7,组六
2016199,5,1,0,6,5,组六
2016200,5,8,3,16,5,组六
2016201,3,7,4,14,4,组六
2016202,5,8,4,17,4,组六
2016203,0,4,4,8,4,组三
2016204,2,4,4,10,2,组三
2016205,4,3,5,12,2,组六
2016206,7,8,8,23,1,组三
2016207,7,7,5,19,2,组三
2016208,2,8,4,14,6,组六
2016209,2,9,9,20,7,组三
2016210,3,0,5,8,5,组六
2016211,4,6,3,13,3,组六
2016212,6,9,3,18,6,组六
2016213,6,5,8,19,3,组六
2016214,7,0,9,16,9,组六
2016215,7,8,7,22,1,组三
2016216,3,9,8,20,6,组六
2016217,4,4,9,17,5,组三
2016218,9,0,0,9,9,组三
2016219,0,4,7,11,7,组六
2016220,0,7,3,10,7,组六
2016221,6,1,2,9,5,组六
2016222,4,2,5,11,3,组六
2016223,0,6,3,9,6,组六
2016224,6,5,6,17,1,组三
2016225,6,3,6,15,3,组三
2016226,0,1,6,7,6,组六
2016227,3,9,7,19,6,组六
2016228,8,6,5,19,3,组六
2016229,0,4,2,6,4,组六
2016230,5,6,6,17,1,组三
2016231,2,8,5,15,6,组六
2016232,9,1,6,16,8,组六
2016233,5,6,8,19,3,组六
2016234,9,7,6,22,3,组六
2016235,4,5,0,9,5,组六
2016236,2,6,3,11,4,组六
2016237,2,8,4,14,6,组六
2016238,5,4,3,12,2,组六
2016239,5,8,5,18,3,组三
2016240,6,3,9,18,6,组六
2016241,3,2,0,5,3,组六
2016242,7,5,2,14,5,组六
2016243,4,1,6,11,5,组六
2016244,1,5,3,9,4,组六
2016245,3,8,9,20,6,组六
2016246,7,8,2,17,6,组六
2016247,8,8,2,18,6,组三
2016248,7,2,7,16,5,组三
2016249,9,7,3,19,6,组六
2016250,1,6,2,9,5,组六
2016251,3,0,6,9,6,组六
2016252,4,5,9,18,5,组六
2016253,6,9,1,16,8,组六
2016254,6,5,2,13,4,组六
2016255,3,3,5,11,2,组三
2016256,1,3,7,11,6,组六
2016257,3,8,9,20,6,组六
2016258,9,6,1,16,8,组六
2016259,3,9,6,18,6,组六
2016260,0,3,8,11,8,组六
2016261,9,9,4,22,5,组三
2016262,3,5,8,16,5,组六
2016263,1,1,0,2,1,组三
2016264,6,7,1,14,6,组六
2016265,6,9,5,20,4,组六
2016266,6,4,0,10,6,组六
2016267,1,4,1,6,3,组三
2016268,0,7,6,13,7,组六
2016269,2,2,1,5,1,组三
2016270,0,4,2,6,4,组六
2016271,8,7,5,20,3,组六
2016272,1,9,6,16,8,组六
2016273,5,8,3,16,5,组六
2016274,9,0,5,14,9,组六
2016275,8,2,0,10,8,组六
2016276,9,6,4,19,5,组六
2016277,5,8,4,17,4,组六
2016278,2,3,2,7,1,组三
2016279,5,0,6,11,6,组六
2016280,8,0,2,10,8,组六
2016281,1,3,6,10,5,组六
2016282,8,2,8,18,6,组三
2016283,0,0,4,4,4,组三
2016284,4,6,7,17,3,组六
2016285,7,2,8,17,6,组六
2016286,6,2,3,11,4,组六
2016287,8,9,0,17,9,组六
2016288,4,3,0,7,4,组六
2016289,7,3,6,16,4,组六
2016290,6,3,1,10,5,组六
2016291,1,9,6,16,8,组六
2016292,2,4,0,6,4,组六
2016293,8,0,4,12,8,组六
2016294,6,1,2,9,5,组六
2016295,3,9,2,14,7,组六
2016296,4,7,9,20,5,组六
2016297,8,5,3,16,5,组六
2016298,7,3,3,13,4,组三
2016299,5,1,7,13,6,组六
2016300,1,8,9,18,8,组六
2016301,8,8,8,24,0,豹子
2016302,5,1,8,14,7,组六
2016303,7,5,1,13,6,组六
2016304,4,7,0,11,7,组六
2016305,3,6,8,17,5,组六
2016306,7,4,0,11,7,组六
2016307,5,8,6,19,3,组六
2016308,1,2,6,9,5,组六
2016309,2,2,5,9,3,组三
2016310,7,9,4,20,5,组六
2016311,8,4,1,13,7,组六
2016312,6,6,4,16,2,组三
2016313,3,1,4,8,3,组六
2016314,2,3,5,10,3,组六
2016315,4,9,7,20,5,组六
2016316,2,1,4,7,3,组六
2016317,8,8,6,22,2,组三
2016318,1,4,2,7,3,组六
2016319,4,1,9,14,8,组六
2016320,3,4,9,16,6,组六
2016321,6,0,6,12,6,组三
2016322,2,7,1,10,6,组六
2016323,8,4,0,12,8,组六
2016324,1,7,3,11,6,组六
2016325,6,6,8,20,2,组三
2016326,3,6,3,12,3,组三
2016327,6,5,6,17,1,组三
2016328,8,6,5,19,3,组六
2016329,9,5,1,15,8,组六
2016330,5,6,4,15,2,组六
2016331,6,7,3,16,4,组六
2016332,4,4,5,13,1,组三
2016333,9,7,5,21,4,组六
2016334,3,5,5,13,2,组三
2016335,5,3,8,16,5,组六
2016336,1,5,0,6,5,组六
2016337,5,2,8,15,6,组六
2016338,4,0,1,5,4,组六
2016339,5,4,8,17,4,组六
2016340,6,4,8,18,4,组六
2016341,0,3,9,12,9,组六
2016342,6,3,3,12,3,组三
2016343,8,0,7,15,8,组六
2016344,1,0,3,4,3,组六
2016345,5,6,2,13,4,组六
2016346,1,0,0,1,1,组三
2016347,5,8,9,22,4,组六
2016348,7,5,7,19,2,组三
2016349,1,5,4,10,4,组六
2016350,5,1,9,15,8,组六
2016351,4,7,5,16,3,组六
2016352,4,2,4,10,2,组三
2016353,4,5,3,12,2,组六
2016354,5,3,3,11,2,组三
2016355,7,1,9,17,8,组六
2016356,1,8,0,9,8,组六
2016357,2,2,2,6,0,豹子
2016358,1,4,3,8,3,组六
2016359,8,9,6,23,3,组六
2017001,0,9,2,11,9,组六
2017002,7,5,8,20,3,组六
2017003,3,7,4,14,4,组六
2017004,6,1,6,13,5,组三
2017005,3,4,2,9,2,组六
2017006,4,2,6,12,4,组六
2017007,6,9,2,17,7,组六
2017008,5,9,7,21,4,组六
2017009,3,1,7,11,6,组六
2017010,2,6,1,9,5,组六
2017011,4,8,6,18,4,组六
2017012,0,5,9,14,9,组六
2017013,0,3,9,12,9,组六
2017014,4,2,8,14,6,组六
2017015,6,8,6,20,2,组三
2017016,7,9,6,22,3,组六
2017017,8,9,7,24,2,组六
2017018,3,9,7,19,6,组六
2017019,8,4,4,16,4,组三
2017020,5,2,6,13,4,组六
2017021,8,7,4,19,4,组六
2017022,6,7,7,20,1,组三
2017023,2,3,7,12,5,组六
2017024,0,4,3,7,4,组六
2017025,2,7,7,16,5,组三
2017026,0,8,1,9,8,组六
2017027,3,2,5,10,3,组六
2017028,9,5,5,19,4,组三
2017029,8,0,4,12,8,组六
2017030,8,9,6,23,3,组六
2017031,5,0,2,7,5,组六
2017032,7,3,8,18,5,组六
2017033,7,8,5,20,3,组六
2017034,8,9,5,22,4,组六
2017035,8,9,0,17,9,组六
2017036,4,7,2,13,5,组六
2017037,3,8,0,11,8,组六
2017038,8,2,3,13,6,组六
2017039,5,9,8,22,4,组六
2017040,3,9,5,17,6,组六
2017041,9,8,2,19,7,组六
2017042,1,4,9,14,8,组六
2017043,5,0,8,13,8,组六
2017044,1,3,8,12,7,组六
2017045,7,3,5,15,4,组六
2017046,8,8,7,23,1,组三
2017047,2,8,3,13,6,组六
2017048,1,6,4,11,5,组六
2017049,6,6,5,17,1,组三
2017050,3,0,7,10,7,组六
2017051,4,4,4,12,0,豹子
2017052,1,5,9,15,8,组六
2017053,9,2,1,12,8,组六
2017054,7,0,2,9,7,组六
2017055,3,6,6,15,3,组三
2017056,2,3,2,7,1,组三
2017057,9,2,1,12,8,组六
2017058,7,3,0,10,7,组六
2017059,6,6,2,14,4,组三
2017060,5,4,6,15,2,组六
2017061,1,9,8,18,8,组六
2017062,8,8,7,23,1,组三
2017063,7,6,8,21,2,组六
2017064,1,6,5,12,5,组六
2017065,5,5,2,12,3,组三
2017066,8,4,8,20,4,组三
2017067,3,8,2,13,6,组六
2017068,2,1,7,10,6,组六
2017069,9,4,6,19,5,组六
2017070,3,3,3,9,0,豹子
2017071,8,4,2,14,6,组六
2017072,9,4,8,21,5,组六
2017073,0,3,1,4,3,组六
2017074,6,5,6,17,1,组三
2017075,9,0,0,9,9,组三
2017076,3,8,9,20,6,组六
2017077,6,3,4,13,3,组六
2017078,6,3,3,12,3,组三
2017079,4,8,5,17,4,组六
2017080,1,8,8,17,7,组三
2017081,2,1,0,3,2,组六
2017082,5,5,3,13,2,组三
2017083,5,6,4,15,2,组六
2017084,8,3,6,17,5,组六
2017085,7,2,2,11,5,组三
2017086,9,4,4,17,5,组三
2017087,2,3,7,12,5,组六
2017088,5,6,1,12,5,组六
2017089,3,8,9,20,6,组六
2017090,2,8,3,13,6,组六
2017091,6,7,6,19,1,组三
2017092,7,5,9,21,4,组六
2017093,5,8,0,13,8,组六
2017094,0,9,8,17,9,组六
2017095,3,2,3,8,1,组三
2017096,8,0,9,17,9,组六
2017097,8,0,6,14,8,组六
2017098,2,2,8,12,6,组三
2017099,9,9,6,24,3,组三
2017100,8,1,3,12,7,组六
2017101,3,9,0,12,9,组六
2017102,0,5,9,14,9,组六
2017103,0,4,4,8,4,组三
2017104,7,8,2,17,6,组六
2017105,8,4,6,18,4,组六
2017106,4,0,2,6,4,组六
2017107,9,5,1,15,8,组六
2017108,7,2,7,16,5,组三
2017109,0,3,0,3,3,组三
2017110,8,1,5,14,7,组六
2017111,6,5,8,19,3,组六
2017112,6,8,6,20,2,组三
2017113,1,5,7,13,6,组六
2017114,6,8,1,15,7,组六
2017115,5,6,7,18,2,组六
2017116,2,1,3,6,2,组六
2017117,2,9,9,20,7,组三
2017118,4,9,9,22,5,组三
2017119,5,2,2,9,3,组三
2017120,4,5,8,17,4,组六
2017121,0,5,4,9,5,组六
2017122,4,8,6,18,4,组六
2017123,4,9,2,15,7,组六
2017124,0,8,1,9,8,组六
2017125,2,5,5,12,3,组三
2017126,2,5,8,15,6,组六
2017127,7,3,9,19,6,组六
2017128,4,5,2,11,3,组六
2017129,3,6,5,14,3,组六
2017130,5,8,9,22,4,组六
2017131,9,1,9,19,8,组三
2017132,3,0,5,8,5,组六
2017133,1,6,6,13,5,组三
2017134,6,9,7,22,3,组六
2017135,5,2,5,12,3,组三
2017136,5,1,0,6,5,组六
2017137,1,2,2,5,1,组三
2017138,0,2,0,2,2,组三
2017139,3,6,0,9,6,组六
2017140,2,0,4,6,4,组六
2017141,6,0,4,10,6,组六
2017142,0,1,3,4,3,组六
2017143,1,7,7,15,6,组三
2017144,2,3,9,14,7,组六
2017145,5,9,1,15,8,组六
2017146,9,4,2,15,7,组六
2017147,3,3,1,7,2,组三
2017148,1,5,2,8,4,组六
2017149,9,8,7,24,2,组六
2017150,5,2,9,16,7,组六
2017151,0,7,8,15,8,组六
2017152,8,0,2,10,8,组六
2017153,8,8,5,21,3,组三
2017154,2,1,5,8,4,组六
2017155,0,0,4,4,4,组三
2017156,0,0,7,7,7,组三
2017157,8,1,8,17,7,组三
2017158,0,8,3,11,8,组六
2017159,1,2,3,6,2,组六
2017160,9,4,6,19,5,组六
2017161,8,3,0,11,8,组六
2017162,8,1,4,13,7,组六
2017163,7,5,9,21,4,组六
2017164,4,4,7,15,3,组三
2017165,3,3,0,6,3,组三
2017166,6,4,4,14,2,组三
2017167,7,9,5,21,4,组六
2017168,1,7,5,13,6,组六
2017169,6,4,4,14,2,组三
2017170,5,4,4,13,1,组三
2017171,1,9,0,10,9,组六
2017172,4,9,6,19,5,组六
2017173,7,1,2,10,6,组六
2017174,9,6,0,15,9,组六
2017175,3,7,6,16,4,组六
2017176,6,0,2,8,6,组六
2017177,6,7,0,13,7,组六
2017178,3,0,3,6,3,组三
2017179,0,6,6,12,6,组三
2017180,5,8,6,19,3,组六
2017181,4,8,4,16,4,组三
2017182,9,7,5,21,4,组六
2017183,4,0,9,13,9,组六
2017184,1,2,9,12,8,组六
2017185,3,7,0,10,7,组六
2017186,9,6,7,22,3,组六
2017187,8,3,1,12,7,组六
2017188,2,0,9,11,9,组六
2017189,9,6,0,15,9,组六
2017190,4,4,6,14,2,组三
2017191,9,7,8,24,2,组六
2017192,2,7,9,18,7,组六
2017193,8,8,0,16,8,组三
2017194,6,2,5,13,4,组六
2017195,3,1,9,13,8,组六
2017196,4,3,6,13,3,组六
2017197,5,9,4,18,5,组六
2017198,7,5,4,16,3,组六
2017199,3,3,0,6,3,组三
2017200,9,3,5,17,6,组六
2017201,4,4,5,13,1,组三
2017202,4,6,1,11,5,组六
2017203,2,4,3,9,2,组六
2017204,2,3,2,7,1,组三
2017205,6,4,9,19,5,组六
2017206,3,7,5,15,4,组六
2017207,6,9,7,22,3,组六
2017208,1,0,8,9,8,组六
2017209,3,9,1,13,8,组六
2017210,9,1,1,11,8,组三
2017211,1,1,6,8,5,组三
2017212,0,0,2,2,2,组三
2017213,7,2,7,16,5,组三
2017214,4,2,3,9,2,组六
2017215,2,1,2,5,1,组三
2017216,8,7,1,16,7,组六
2017217,7,9,6,22,3,组六
2017218,5,7,3,15,4,组六
2017219,4,9,3,16,6,组六
2017220,6,4,3,13,3,组六
2017221,4,4,7,15,3,组三
2017222,7,0,7,14,7,组三
2017223,4,9,6,19,5,组六
2017224,6,3,4,13,3,组六
2017225,4,8,8,20,4,组三
2017226,3,3,5,11,2,组三
2017227,2,4,7,13,5,组六
2017228,3,8,9,20,6,组六
2017229,4,8,7,19,4,组六
2017230,6,7,4,17,3,组六
2017231,4,2,0,6,4,组六
2017232,8,4,4,16,4,组三
2017233,1,8,7,16,7,组六
2017234,4,6,6,16,2,组三
2017235,1,5,6,12,5,组六
2017236,5,1,5,11,4,组三
2017237,2,1,0,3,2,组六
2017238,9,2,1,12,8,组六
2017239,6,0,5,11,6,组六
2017240,5,1,7,13,6,组六
2017241,9,3,9,21,6,组三
2017242,8,9,3,20,6,组六
2017243,3,3,5,11,2,组三
2017244,8,3,2,13,6,组六
2017245,6,2,3,11,4,组六
2017246,1,1,1,3,0,豹子
2017247,9,4,5,18,5,组六
2017248,8,4,9,21,5,组六
2017249,3,6,1,10,5,组六
2017250,8,5,6,19,3,组六
2017251,1,5,1,7,4,组三
2017252,1,7,8,16,7,组六
2017253,7,7,8,22,1,组三
2017254,9,1,5,15,8,组六
2017255,9,4,8,21,5,组六
2017256,1,3,2,6,2,组六
2017257,2,2,3,7,1,组三
2017258,8,7,1,16,7,组六
2017259,4,8,7,19,4,组六
2017260,9,2,9,20,7,组三
2017261,6,3,5,14,3,组六
2017262,3,9,1,13,8,组六
2017263,3,3,5,11,2,组三
2017264,6,8,0,14,8,组六
2017265,3,0,9,12,9,组六
2017266,1,5,1,7,4,组三
2017267,7,1,4,12,6,组六
2017268,3,1,7,11,6,组六
2017269,0,4,5,9,5,组六
2017270,1,4,1,6,3,组三
2017271,5,5,0,10,5,组三
2017272,9,2,1,12,8,组六
2017273,3,8,0,11,8,组六
2017274,9,4,6,19,5,组六
